Student_ID,Study_Hours,Attendance,Rest_Hours,Parental_Involvement,Access_to_Resources
3286,29,69,8.0,Medium,Medium
3287,18,72,,Low,Low
3288,19,85,8.0,Medium,Medium
3289,16,81,6.0,Medium,High
3290,18,69,7.0,Medium,Medium
3291,29,67,8.0,High,Low
3292,5,69,9.0,Medium,Medium
3293,28,80,9.0,Low,Medium
3294,22,71,9.0,High,Medium
3295,13,98,6.0,High,Medium
3296,14,79,10.0,Medium,Medium
3297,30,62,,Medium,High
3298,14,89,7.0,High,Medium
3299,13,73,,Medium,High
3300,27,86,,Medium,Medium
3301,22,71,9.0,Medium,Medium
3302,14,83,9.0,Medium,High
3303,21,91,7.0,Medium,Medium
3304,14,97,8.0,Medium,Low
3305,27,70,8.0,Low,Low
3306,26,73,9.0,High,High
3307,23,79,7.0,Low,Medium
3308,22,97,7.0,Medium,Medium
3309,31,96,6.0,Medium,Low
3310,20,64,7.0,High,Low
3311,13,65,6.0,Medium,High
3312,23,80,7.0,High,High
3313,33,64,10.0,Low,Medium
3314,14,74,9.0,Medium,Medium
3315,18,66,10.0,High,High
3316,22,85,7.0,High,Medium
3317,20,98,5.0,Medium,High
3318,14,100,8.0,Medium,Low
3319,27,75,11.0,Low,Medium
3320,34,84,7.0,Medium,High
3321,21,94,8.0,Medium,Medium
3322,15,65,6.0,Low,High
3323,11,88,8.0,High,Medium
3324,22,76,8.0,High,Low
3325,27,68,5.0,Low,High
3326,23,76,6.0,Medium,Low
3327,20,63,6.0,High,High
3328,16,88,6.0,Medium,High
3329,13,70,7.0,Medium,High
3330,25,72,9.0,Medium,High
3331,25,65,7.0,Low,Medium
3332,11,95,10.0,Medium,Medium
3333,30,80,7.0,High,High
3334,23,83,8.0,Medium,Low
3335,28,83,9.0,Medium,Low
3336,12,76,10.0,Medium,Medium
3337,12,68,7.0,High,Low
3338,19,90,9.0,High,High
3339,23,65,7.0,Low,Medium
3340,31,64,11.0,High,Medium
3341,24,88,6.0,Low,Medium
3342,19,68,9.0,Low,High
3343,14,72,10.0,Medium,High
3344,27,79,6.0,Medium,Low
3345,14,78,9.0,Medium,High
3346,30,88,7.0,Medium,Medium
3347,18,85,11.0,Low,Medium
3348,30,86,5.0,Medium,High
3349,24,89,6.0,Medium,Medium
3350,19,72,6.0,Medium,Medium
3351,17,73,6.0,Low,Medium
3352,18,78,9.0,Low,Low
3353,23,72,11.0,High,Low
3354,20,99,10.0,High,Low
3355,16,93,8.0,Low,Medium
3356,19,67,8.0,Medium,Low
3357,20,60,7.0,Medium,Medium
3358,7,62,,High,Medium
3359,23,70,8.0,Medium,High
3360,14,65,8.0,High,Medium
3361,13,81,7.0,Medium,High
3362,10,94,6.0,High,Low
3363,9,89,8.0,Low,High
3364,12,69,8.0,High,Low
3365,16,76,7.0,Medium,High
3366,32,80,7.0,High,Medium
3367,17,92,9.0,Medium,Medium
3368,21,94,9.0,Medium,Medium
3369,22,96,11.0,High,Low
3370,21,80,10.0,High,High
3371,20,88,6.0,Medium,High
3372,13,64,8.0,Medium,Low
3373,29,83,6.0,High,High
3374,31,70,5.0,High,Low
3375,10,77,11.0,Low,High
3376,14,85,10.0,Medium,High
3377,18,70,7.0,High,Low
3378,14,62,,Medium,Medium
3379,23,60,,High,Medium
3380,16,61,5.0,High,Medium
3381,33,60,9.0,High,High
3382,27,64,7.0,High,Medium
3383,21,70,9.0,High,High
3384,26,69,11.0,High,Low
3385,27,99,10.0,High,Medium
3386,17,72,8.0,Low,Medium
3387,15,65,10.0,Medium,High
3388,20,82,5.0,Medium,Low
3389,25,94,9.0,High,High
3390,21,87,9.0,Medium,Medium
3391,11,72,9.0,Low,Medium
3392,15,82,7.0,Medium,Medium
3393,20,89,9.0,High,High
3394,20,89,9.0,High,Medium
3395,32,87,5.0,High,Medium
3396,12,95,8.0,Medium,Medium
3397,23,95,7.0,Medium,Medium
3398,29,83,9.0,Medium,Low
3399,34,77,10.0,Medium,High
3400,18,86,,Medium,Medium
3401,23,93,6.0,Medium,High
3402,23,60,8.0,Low,Medium
3403,21,100,6.0,Medium,Medium
3404,19,67,8.0,Medium,Medium
3405,23,79,8.0,Low,Medium
3406,5,95,,Medium,High
3407,24,69,8.0,Medium,High
3408,21,79,8.0,Medium,Low
3409,19,65,,Medium,High
3410,32,76,8.0,Medium,Medium
3411,16,67,7.0,High,High
3412,18,75,8.0,Medium,Medium
3413,32,75,7.0,Medium,Low
3414,15,100,6.0,High,Medium
3415,17,100,,Medium,Medium
3416,19,65,10.0,Low,High
3417,25,89,7.0,Medium,Low
3418,21,62,8.0,Medium,Low
3419,12,61,8.0,Medium,Low
3420,17,64,8.0,Low,Medium
3421,16,99,10.0,High,Medium
3422,20,98,8.0,Low,Medium
3423,23,68,7.0,High,Medium
3424,23,66,7.0,High,Low
3425,9,70,9.0,High,Medium
3426,26,81,9.0,High,Low
3427,22,83,,Low,High
3428,28,69,8.0,High,High
3429,23,90,6.0,Medium,High
3430,27,72,9.0,High,High
3431,23,97,8.0,Medium,High
3432,28,86,8.0,Medium,Medium
3433,23,77,6.0,High,Medium
3434,19,92,7.0,Low,High
3435,34,93,7.0,Low,Medium
3436,25,72,9.0,Medium,Medium
3437,23,74,9.0,High,Medium
3438,12,97,8.0,Medium,High
3439,12,67,,Medium,High
3440,22,62,10.0,High,Medium
3441,21,78,9.0,Low,High
3442,16,92,9.0,Medium,High
3443,21,91,,High,Medium
3444,30,97,7.0,Medium,High
3445,24,81,10.0,Medium,High
3446,13,64,7.0,Low,Low
3447,19,84,9.0,Low,Medium
3448,15,91,11.0,Low,Medium
3449,18,64,9.0,Medium,Medium
3450,18,67,8.0,Low,High
3451,17,60,6.0,Medium,Medium
3452,12,84,8.0,Low,Medium
3453,19,95,10.0,High,High
3454,17,87,8.0,High,High
3455,2,99,10.0,Medium,Low
3456,32,63,9.0,Medium,High
3457,27,96,8.0,High,Low
3458,18,93,8.0,Medium,Medium
3459,20,73,,High,High
3460,13,99,7.0,Low,High
3461,30,72,7.0,High,High
3462,31,96,9.0,Medium,Low
3463,21,95,8.0,Low,Low
3464,26,90,10.0,High,High
3465,21,83,8.0,High,Low
3466,12,65,7.0,Medium,Low
3467,18,81,7.0,High,High
3468,21,74,,Low,Medium
3469,17,92,8.0,Medium,Medium
3470,19,90,7.0,Low,Low
3471,19,96,6.0,Medium,High
3472,20,61,10.0,High,High
3473,20,92,8.0,Medium,Low
3474,14,98,8.0,Low,Medium
3475,16,92,7.0,Medium,Medium
3476,12,65,6.0,Medium,High
3477,26,63,8.0,Medium,Medium
3478,7,61,5.0,Low,High
3479,27,85,,High,Medium
3480,28,85,7.0,Medium,Medium
3481,18,99,8.0,Medium,High
3482,4,76,9.0,Medium,Medium
3483,18,73,8.0,Medium,High
3484,20,85,,Low,Medium
3485,14,93,10.0,Medium,Low
3486,17,97,6.0,Medium,Medium
3487,29,92,5.0,High,Medium
3488,24,77,9.0,Low,Medium
3489,14,85,6.0,High,High
3490,10,94,10.0,Low,Medium
3491,18,80,9.0,Low,High
3492,19,69,8.0,Medium,Medium
3493,23,67,7.0,Low,Medium
3494,17,60,7.0,Medium,Low
3495,23,89,7.0,High,High
3496,32,64,7.0,Low,Low
3497,25,70,10.0,Medium,Low
3498,20,72,,Medium,Low
3499,19,82,9.0,Medium,Medium
3500,18,76,10.0,Medium,Medium
3501,27,87,7.0,High,Low
3502,16,62,9.0,Low,Medium
3503,20,65,7.0,High,Medium
3504,20,80,8.0,Medium,High
3505,17,73,7.0,Medium,High
3506,12,72,7.0,Medium,Medium
3507,22,63,8.0,Medium,Medium
3508,20,96,6.0,Low,Medium
3509,23,88,9.0,Low,High
3510,17,65,6.0,Medium,Medium
3511,27,63,6.0,High,Medium
3512,15,99,8.0,Low,High
3513,30,87,7.0,High,High
3514,10,77,9.0,Medium,High
3515,23,88,8.0,High,High
3516,23,90,6.0,Medium,High
3517,15,91,9.0,Low,High
3518,23,79,8.0,High,Medium
3519,28,77,8.0,Low,High
3520,7,60,,Medium,High
3521,23,97,10.0,Medium,Medium
3522,5,84,8.0,Medium,Medium
3523,14,68,6.0,High,Low
3524,30,97,6.0,High,High
3525,17,97,10.0,High,Medium
3526,13,100,7.0,High,Medium
3527,19,95,8.0,Medium,Medium
3528,32,100,6.0,Low,High
3529,9,70,9.0,High,Medium
3530,14,94,10.0,Medium,Medium
3531,29,93,10.0,Low,Medium
3532,31,69,7.0,Medium,Low
3533,19,64,9.0,High,Low
3534,13,99,8.0,Low,Medium
3535,33,72,9.0,High,Medium
3536,30,95,8.0,Medium,Medium
3537,24,60,7.0,Low,Medium
3538,15,61,10.0,High,Low
3539,20,79,,High,High
3540,19,70,,Medium,Medium
3541,22,88,8.0,Medium,Low
3542,29,83,7.0,Medium,Low
3543,25,63,9.0,High,Low
3544,14,67,8.0,Low,Low
3545,28,76,7.0,Medium,Medium
3546,22,67,11.0,High,High
3547,24,92,6.0,Medium,Medium
3548,29,77,9.0,Medium,Medium
3549,13,64,8.0,High,High
3550,20,79,6.0,High,Medium
3551,17,64,7.0,High,High
3552,11,65,6.0,Medium,Low
3553,22,70,11.0,High,Low
3554,35,94,8.0,High,Medium
3555,9,97,8.0,Low,Medium
3556,20,93,,Medium,High
3557,24,73,7.0,Low,Low
3558,21,71,10.0,High,Medium
3559,19,82,9.0,High,Medium
3560,12,89,5.0,High,Low
3561,21,100,7.0,Low,High
3562,15,65,9.0,Medium,Medium
3563,7,62,8.0,Low,High
3564,27,88,8.0,High,High
3565,26,93,7.0,Medium,Medium
3566,20,94,7.0,Low,Medium
3567,21,87,8.0,Low,Medium
3568,26,98,11.0,Medium,Medium
3569,21,80,7.0,Medium,Low
3570,25,97,7.0,High,High
3571,18,99,8.0,Medium,Medium
3572,28,94,6.0,Medium,Low
3573,22,72,9.0,Low,Low
3574,21,68,6.0,Medium,Medium
3575,12,82,6.0,High,Low
3576,22,78,6.0,Medium,Medium
3577,15,95,6.0,Low,Low
3578,16,64,10.0,High,Low
3579,15,70,9.0,Low,Medium
3580,14,90,9.0,High,High
3581,33,64,9.0,Medium,Medium
3582,28,73,8.0,Medium,High
3583,32,75,8.0,Low,Low
3584,13,85,10.0,Low,High
3585,20,66,10.0,High,Low
3586,12,94,6.0,High,High
3587,16,78,11.0,Medium,High
3588,14,97,6.0,Low,High
3589,27,79,7.0,High,High
3590,18,71,8.0,Medium,Medium
3591,26,66,8.0,Medium,Medium
3592,24,60,11.0,Medium,Medium
3593,34,81,10.0,Medium,Medium
3594,11,64,9.0,Medium,Low
3595,28,76,10.0,Medium,Medium
3596,27,84,9.0,Medium,Medium
3597,14,71,7.0,High,Low
3598,26,67,9.0,Medium,Medium
3599,22,91,8.0,Medium,Medium
3600,19,98,7.0,Medium,Low
3601,15,64,10.0,High,Medium
3602,16,66,8.0,Low,High
3603,32,98,6.0,Low,High
3604,20,62,7.0,High,Medium
3605,25,99,9.0,Low,Medium
3606,15,60,10.0,Medium,Low
3607,15,95,9.0,High,Low
3608,26,72,9.0,Medium,Medium
3609,12,98,7.0,Low,High
3610,18,73,8.0,Medium,High
3611,20,86,8.0,High,High
3612,21,63,8.0,Medium,Medium
3613,19,70,8.0,High,Low
3614,22,91,,High,Medium
3615,24,81,9.0,Medium,Medium
3616,24,97,6.0,High,Medium
3617,14,77,6.0,Medium,Medium
3618,18,95,7.0,Medium,High
3619,27,78,9.0,Medium,High
3620,25,99,9.0,Low,Medium
3621,12,98,5.0,Medium,High
3622,22,73,9.0,Medium,Low
3623,8,95,,Medium,Medium
3624,20,94,7.0,Medium,Medium
3625,31,68,8.0,High,Medium
3626,14,85,6.0,Medium,Low
3627,15,63,8.0,High,Low
3628,25,93,6.0,High,High
3629,11,67,7.0,Medium,Medium
3630,16,63,7.0,Medium,High
3631,24,76,9.0,Medium,Low
3632,16,83,8.0,High,Medium
3633,19,94,9.0,Low,Medium
3634,24,99,6.0,Medium,Medium
3635,23,78,8.0,Low,Medium
3636,22,62,9.0,Medium,Medium
3637,18,90,10.0,Medium,High
3638,22,83,6.0,Low,Medium
3639,19,78,7.0,Medium,Medium
3640,23,72,9.0,High,Medium
3641,17,80,10.0,High,High
3642,19,74,8.0,Medium,Medium
3643,14,90,6.0,High,Medium
3644,20,82,6.0,High,Medium
3645,15,95,8.0,Low,Medium
3646,13,82,9.0,Medium,High
3647,22,70,8.0,High,Low
3648,21,94,6.0,Medium,High
3649,25,82,10.0,High,Medium
3650,17,68,7.0,Medium,Medium
3651,22,85,9.0,Low,High
3652,23,74,,Medium,Medium
3653,23,94,10.0,Medium,High
3654,15,78,7.0,Medium,Medium
3655,21,89,10.0,Medium,Medium
3656,22,64,9.0,Medium,Medium
3657,20,76,6.0,Medium,High
3658,7,99,8.0,Low,High
3659,21,92,10.0,High,Low
3660,33,66,7.0,Medium,Medium
3661,18,71,10.0,High,Medium
3662,16,73,9.0,High,Medium
3663,22,86,10.0,Medium,Low
3664,22,90,8.0,Low,Medium
3665,27,90,8.0,High,High
3666,12,80,11.0,High,High
3667,24,92,9.0,Low,High
3668,24,77,8.0,High,High
3669,19,65,9.0,Low,Medium
3670,22,83,7.0,Low,High
3671,26,98,8.0,Medium,Medium
3672,25,92,10.0,Low,High
3673,13,83,8.0,High,Medium
3674,25,86,7.0,High,Medium
3675,20,97,7.0,Medium,High
3676,20,77,8.0,Low,High
3677,20,73,7.0,Medium,High
3678,19,99,6.0,Medium,High
3679,27,95,6.0,Medium,Medium
3680,19,73,10.0,Low,High
3681,13,79,8.0,Medium,High
3682,18,77,8.0,Medium,High
3683,21,66,7.0,High,Medium
3684,27,98,7.0,High,Low
3685,24,76,7.0,Medium,Medium
3686,15,95,8.0,Medium,Medium
3687,35,68,6.0,Low,High
3688,22,82,10.0,Medium,Medium
3689,28,61,8.0,High,Medium
3690,19,91,8.0,Medium,High
3691,23,83,9.0,Low,Low
3692,25,85,9.0,Medium,Medium
3693,27,62,7.0,High,Medium
3694,26,68,9.0,Medium,Medium
3695,25,63,9.0,Low,Medium
3696,18,72,8.0,High,High
3697,17,85,10.0,Medium,Medium
3698,22,83,9.0,Medium,Low
3699,26,84,9.0,Medium,Medium
3700,19,82,10.0,High,Low
3701,26,71,8.0,High,Medium
3702,29,70,8.0,Medium,Low
3703,15,65,9.0,Low,High
3704,15,94,8.0,Medium,Medium
3705,19,85,9.0,Low,Low
3706,22,67,7.0,Low,Medium
3707,17,67,5.0,Medium,Medium
3708,28,95,,Low,Medium
3709,23,90,6.0,High,Medium
3710,20,86,7.0,Low,High
3711,11,76,9.0,Medium,Medium
3712,12,70,9.0,Low,Medium
3713,22,99,10.0,Medium,High
3714,7,92,5.0,Low,Medium
3715,26,72,8.0,Medium,Low
3716,19,94,8.0,High,Low
3717,39,90,9.0,High,High
3718,34,72,10.0,Medium,High
3719,19,77,,Low,Medium
3720,19,67,8.0,Low,Medium
3721,26,64,9.0,High,Low
3722,30,89,7.0,Medium,Medium
3723,10,71,11.0,Medium,Low
3724,9,93,7.0,High,Low
3725,16,100,8.0,High,High
3726,23,63,6.0,High,Medium
3727,23,79,8.0,High,Low
3728,26,92,5.0,Medium,High
3729,13,92,8.0,High,High
3730,6,90,10.0,Medium,Medium
3731,25,74,6.0,High,High
3732,15,78,6.0,Medium,Medium
3733,8,84,,Medium,Low
3734,21,99,10.0,Medium,Low
3735,25,73,6.0,Low,Medium
3736,19,97,11.0,Medium,Low
3737,17,71,9.0,Medium,Medium
3738,19,100,10.0,Medium,Low
3739,18,87,7.0,Medium,Medium
3740,12,79,10.0,Medium,Low
3741,16,85,8.0,Low,Medium
3742,23,71,8.0,Medium,Medium
3743,22,71,9.0,High,Medium
3744,21,65,7.0,Medium,Medium
3745,14,65,6.0,Medium,High
3746,19,74,8.0,Medium,High
3747,7,91,8.0,High,Medium
3748,21,84,7.0,Medium,Medium
3749,29,64,10.0,Low,Medium
3750,11,94,,High,Low
3751,16,84,7.0,High,Low
3752,22,98,8.0,High,Medium
3753,28,87,7.0,Medium,Medium
3754,17,67,11.0,High,Low
3755,16,79,9.0,Medium,Medium
3756,8,86,9.0,High,Low
3757,21,61,10.0,High,High
3758,32,61,8.0,High,Medium
3759,22,65,8.0,Medium,Low
3760,20,70,10.0,High,Medium
3761,22,77,9.0,Low,Medium
3762,20,79,7.0,Low,Medium
3763,15,66,7.0,Medium,Medium
3764,25,87,7.0,Medium,Medium
3765,21,84,10.0,Low,High
3766,20,72,10.0,Medium,Medium
3767,14,61,11.0,Low,Medium
3768,28,63,7.0,Medium,High
3769,24,76,8.0,High,Low
3770,17,66,7.0,High,Medium
3771,26,75,8.0,Medium,Low
3772,17,85,9.0,High,Low
3773,15,82,8.0,Medium,Medium
3774,15,69,10.0,High,Low
3775,9,74,7.0,Medium,Low
3776,23,85,9.0,High,Medium
3777,9,94,7.0,High,Low
3778,13,90,5.0,Medium,High
3779,8,82,6.0,Medium,High
3780,19,74,8.0,Medium,Medium
3781,19,75,11.0,Medium,High
3782,18,95,7.0,Medium,Medium
3783,14,62,,Medium,High
3784,13,100,9.0,Medium,Low
3785,23,87,7.0,Medium,High
3786,17,87,,High,High
3787,22,62,8.0,High,Medium
3788,15,84,7.0,Low,Medium
3789,21,79,5.0,Medium,High
3790,28,64,7.0,Low,Medium
3791,24,71,9.0,Low,Medium
3792,18,96,9.0,Medium,Low
3793,22,82,10.0,High,Low
3794,19,77,10.0,High,Low
3795,20,63,7.0,Medium,Medium
3796,18,89,7.0,Medium,Medium
3797,19,88,7.0,High,High
3798,21,85,8.0,High,Medium
3799,14,80,7.0,High,Medium
3800,14,77,8.0,Low,Low
3801,12,84,7.0,Medium,High
3802,10,69,9.0,Low,Medium
3803,13,98,,Medium,High
3804,21,84,7.0,High,Low
3805,15,72,9.0,Medium,Medium
3806,23,78,9.0,High,Medium
3807,20,92,8.0,Medium,Low
3808,8,66,9.0,High,High
3809,24,72,9.0,Low,Medium
3810,25,87,11.0,Low,Medium
3811,14,73,9.0,Medium,High
3812,23,92,11.0,Low,Medium
3813,15,65,8.0,High,Low
3814,21,91,10.0,Low,High
3815,12,63,10.0,High,Medium
3816,9,61,8.0,Low,High
3817,18,96,7.0,Medium,High
3818,19,83,7.0,High,Low
3819,18,74,9.0,High,Medium
3820,13,69,6.0,Medium,Low
3821,18,85,7.0,High,Medium
3822,22,80,10.0,Medium,High
3823,20,100,9.0,Medium,Medium
3824,21,99,5.0,High,Low
3825,16,85,6.0,Medium,Medium
3826,27,78,11.0,Medium,Medium
3827,13,80,10.0,Medium,Medium
3828,23,87,7.0,Medium,High
3829,27,64,6.0,Low,Medium
3830,23,73,6.0,Low,High
3831,19,63,9.0,High,Medium
3832,17,63,11.0,Medium,Medium
3833,26,68,11.0,Medium,Medium
3834,11,79,6.0,High,High
3835,14,91,8.0,Medium,Medium
3836,18,79,7.0,High,High
3837,27,73,8.0,High,High
3838,22,63,6.0,High,High
3839,14,82,7.0,Medium,Medium
3840,18,71,7.0,Medium,Medium
3841,16,85,9.0,Medium,Medium
3842,16,99,7.0,Medium,Medium
3843,26,64,7.0,Medium,High
3844,12,68,9.0,Medium,High
3845,30,79,10.0,Medium,High
3846,25,99,11.0,Low,Medium
3847,27,91,,Medium,Low
3848,17,96,8.0,High,Medium
3849,19,73,10.0,Low,Medium
3850,11,100,10.0,Low,High
3851,17,64,9.0,Medium,High
3852,23,62,6.0,Medium,Low
3853,28,94,10.0,Low,Medium
3854,13,97,9.0,Low,Medium
3855,18,64,7.0,Medium,Medium
3856,19,65,7.0,High,Medium
3857,12,61,,Low,Medium
3858,24,64,5.0,Medium,Medium
3859,16,68,8.0,Medium,High
3860,19,99,7.0,Low,Low
3861,17,87,7.0,Medium,High
3862,15,91,7.0,Medium,Medium
3863,20,91,6.0,High,High
3864,19,81,10.0,Medium,High
3865,18,92,5.0,Medium,Medium
3866,16,84,8.0,Medium,Medium
3867,22,73,7.0,High,Medium
3868,30,82,11.0,Low,Medium
3869,21,81,8.0,Medium,Low
3870,26,93,5.0,High,Medium
3871,12,99,9.0,High,High
3872,21,76,6.0,Medium,Medium
3873,13,91,9.0,Medium,Medium
3874,11,64,9.0,Medium,Medium
3875,16,91,10.0,Medium,High
3876,27,75,8.0,Medium,Low
3877,26,62,9.0,High,Medium
3878,21,75,,High,High
3879,11,84,7.0,Medium,Low
3880,19,65,10.0,High,Medium
3881,22,97,6.0,High,Medium
3882,21,63,8.0,High,Medium
3883,9,97,7.0,High,Medium
3884,15,88,9.0,Medium,High
3885,20,73,7.0,Medium,Low
3886,23,76,7.0,Low,Medium
3887,7,90,8.0,Low,Medium
3888,19,84,10.0,Medium,Medium
3889,21,87,7.0,Low,Medium
3890,25,76,7.0,Medium,High
3891,24,80,6.0,Medium,High
3892,23,100,7.0,Medium,Medium
3893,15,69,9.0,Low,Medium
3894,9,77,8.0,Low,Low
3895,18,72,8.0,Low,High
3896,26,91,11.0,Low,Medium
3897,28,91,5.0,High,Medium
3898,24,72,11.0,Medium,High
3899,23,63,10.0,Medium,Medium
3900,22,60,8.0,Low,Low
3901,17,77,9.0,Medium,Medium
3902,19,76,7.0,Medium,Medium
3903,30,100,8.0,Low,High
3904,14,79,11.0,High,Medium
3905,30,70,7.0,High,Low
3906,18,96,8.0,Medium,Medium
3907,28,80,7.0,Medium,High
3908,12,84,7.0,Medium,High
3909,24,64,7.0,Medium,Low
3910,16,75,6.0,High,Low
3911,12,98,8.0,Low,Medium
3912,21,84,8.0,Medium,Medium
3913,26,74,7.0,Medium,Low
3914,15,85,5.0,Medium,Medium
3915,11,96,8.0,High,High
3916,19,71,8.0,Medium,Medium
3917,19,80,11.0,Low,Medium
3918,23,98,8.0,Medium,High
3919,26,67,9.0,Low,Medium
3920,20,89,7.0,Low,Medium
3921,31,85,10.0,Medium,Medium
3922,21,87,7.0,Medium,Medium
3923,18,74,9.0,Medium,High
3924,10,73,9.0,Medium,Medium
3925,18,87,9.0,Low,Low
3926,18,69,11.0,Medium,High
3927,26,77,7.0,Low,Medium
3928,23,68,10.0,High,Medium
3929,13,60,10.0,Medium,Medium
3930,21,99,8.0,Medium,High
3931,24,77,11.0,High,Medium
3932,29,99,8.0,Medium,Medium
3933,25,66,8.0,High,Medium
3934,25,83,8.0,High,High
3935,20,68,6.0,Medium,High
3936,22,92,9.0,High,Low
3937,27,91,9.0,Low,High
3938,12,65,8.0,Medium,High
3939,18,96,11.0,High,Medium
3940,15,68,7.0,Low,Medium
3941,22,85,5.0,Medium,Medium
3942,27,99,11.0,High,Medium
3943,16,95,10.0,High,High
3944,6,98,9.0,Medium,Low
3945,18,74,7.0,High,Medium
3946,25,64,9.0,Medium,Low
3947,23,68,,Medium,High
3948,23,80,8.0,Medium,Medium
3949,18,92,7.0,Medium,Medium
3950,12,66,8.0,Medium,High
3951,23,86,9.0,Medium,High
3952,15,73,6.0,Medium,High
3953,33,74,9.0,Medium,Low
3954,23,86,8.0,High,Medium
3955,17,79,9.0,Medium,High
3956,16,92,8.0,Medium,Medium
3957,19,66,9.0,High,Medium
3958,19,92,7.0,Medium,Medium
3959,27,63,5.0,High,High
3960,21,68,6.0,Low,Medium
3961,16,86,7.0,Medium,Medium
3962,31,94,6.0,Low,Medium
3963,20,70,10.0,Low,Medium
3964,25,73,8.0,Medium,High
3965,16,81,9.0,Medium,Medium
3966,22,68,9.0,High,Medium
3967,22,92,8.0,Medium,Low
3968,9,91,11.0,Medium,Medium
3969,32,66,11.0,High,High
3970,28,79,10.0,Medium,High
3971,18,91,7.0,High,Medium
3972,13,73,10.0,Medium,Low
3973,22,85,5.0,Low,Medium
3974,21,62,10.0,Medium,Medium
3975,22,84,5.0,Medium,Medium
3976,21,66,8.0,Medium,Medium
3977,23,93,10.0,High,High
3978,29,74,9.0,Medium,High
3979,23,71,,Medium,Medium
3980,14,94,,Medium,High
3981,28,62,9.0,Low,High
3982,30,76,8.0,Medium,Medium
3983,39,75,,Medium,High
3984,13,71,9.0,Medium,High
3985,21,96,10.0,Medium,Medium
3986,8,90,8.0,High,High
3987,23,63,10.0,Low,Medium
3988,17,89,8.0,Medium,Medium
3989,32,81,7.0,High,Medium
3990,15,96,10.0,High,High
3991,10,73,10.0,Medium,Low
3992,17,83,7.0,High,Medium
3993,8,80,7.0,Low,Medium
3994,25,80,11.0,Medium,Medium
3995,8,78,8.0,High,Medium
3996,20,68,,High,Medium
3997,8,90,8.0,Medium,Medium
3998,18,78,10.0,Low,High
3999,30,98,11.0,Low,Medium
4000,22,70,8.0,Medium,High
4001,15,87,11.0,High,Medium
4002,20,98,7.0,Medium,Medium
4003,20,87,8.0,Medium,High
4004,23,95,9.0,Medium,Medium
4005,12,93,7.0,High,High
4006,24,74,9.0,Low,Low
4007,4,84,7.0,Medium,Medium
4008,16,66,6.0,High,Medium
4009,17,81,5.0,Medium,Medium
4010,24,69,8.0,High,Medium
4011,20,90,9.0,Medium,Low
4012,12,81,6.0,Low,Medium
4013,14,76,8.0,Medium,Medium
4014,21,71,8.0,Medium,Medium
4015,20,100,8.0,Medium,Medium
4016,17,63,7.0,Medium,Medium
4017,17,62,8.0,Medium,Medium
4018,24,69,8.0,Medium,High
4019,17,99,9.0,Medium,Medium
4020,19,99,6.0,Medium,Medium
4021,33,86,8.0,Medium,Medium
4022,11,95,6.0,Medium,Medium
4023,9,69,8.0,Low,Medium
4024,25,99,6.0,Medium,Medium
4025,16,66,7.0,Medium,Medium
4026,18,64,8.0,Low,Medium
4027,15,64,7.0,Medium,Medium
4028,18,83,10.0,Medium,Low
4029,30,91,,High,Medium
4030,25,75,9.0,Medium,Low
4031,25,99,9.0,Medium,Medium
4032,12,77,8.0,Low,Low
4033,13,66,10.0,High,Medium
4034,3,79,8.0,Low,Medium
4035,15,87,11.0,Medium,Medium
4036,26,93,7.0,High,High
4037,23,78,6.0,Medium,Medium
4038,19,84,6.0,Medium,Medium
4039,20,71,6.0,Medium,Medium
4040,16,86,6.0,Low,Low
4041,21,99,8.0,Medium,Low
4042,25,62,9.0,Medium,Low
4043,10,95,8.0,High,Low
4044,22,82,,Low,Medium
4045,26,70,7.0,High,Medium
4046,18,98,9.0,High,Low
4047,24,79,7.0,Low,High
4048,37,73,,Medium,High
4049,19,67,6.0,Medium,High
4050,22,70,7.0,Medium,Low
4051,16,93,7.0,Low,High
4052,21,85,8.0,Low,High
4053,23,97,9.0,High,High
4054,21,69,8.0,Low,Medium
4055,14,65,8.0,Low,High
4056,21,60,,High,Low
4057,29,80,6.0,Medium,Low
4058,23,100,11.0,Medium,Low
4059,26,88,7.0,Medium,High
4060,19,72,9.0,Medium,Low
4061,24,95,6.0,Medium,Low
4062,22,91,8.0,High,High
4063,14,61,8.0,Medium,Low
4064,22,93,10.0,Medium,High
4065,14,72,8.0,Low,High
4066,16,66,10.0,Medium,Low
4067,21,69,8.0,Medium,Low
4068,22,79,11.0,Low,Medium
4069,13,77,5.0,Medium,High
4070,26,72,9.0,Low,High
4071,23,67,5.0,Medium,Medium
4072,16,90,8.0,High,Medium
4073,11,100,10.0,Medium,Medium
4074,19,91,10.0,Low,High
4075,17,72,9.0,Medium,Medium
4076,21,70,8.0,Low,Low
4077,18,69,9.0,High,High
4078,8,65,11.0,Medium,Medium
4079,18,82,8.0,High,Low
4080,18,84,9.0,High,High
4081,24,88,7.0,Medium,Medium
4082,16,87,10.0,High,Medium
4083,30,72,9.0,High,Medium
4084,9,73,7.0,Medium,Medium
4085,28,87,,Medium,Medium
4086,19,74,9.0,Medium,High
4087,25,69,9.0,Medium,Medium
4088,20,75,8.0,Low,Medium
4089,27,71,10.0,Medium,Medium
4090,18,64,7.0,Medium,Medium
4091,13,93,8.0,Low,Low
4092,29,94,8.0,High,Medium
4093,19,69,10.0,Medium,Medium
4094,21,63,,Medium,Medium
4095,27,90,8.0,Medium,Medium
